platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,knowledge_gap_type
YouTube,burmese python pet,Reptile,SSox7rhrZ74,I Got a Burmese Python! Do They Make Good Pets?,"I decided to purchase a hypo albino burmese python on Craigslist! Now that I've had him for a few months, I thought I'd give you ...",UgxYNIrUAZrIlsXoeKt4AaABAg,Nice cat but for 450 not sure if it's just me but... It's to *deformed* for a cat.,2019-09-16T22:09:02Z,https://www.youtube.com/watch?v=SSox7rhrZ74,US,US (text signal),nice cat but for 450 not sure if it's just me but it's to deformed for a cat,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SSox7rhrZ74,I Got a Burmese Python! Do They Make Good Pets?,"I decided to purchase a hypo albino burmese python on Craigslist! Now that I've had him for a few months, I thought I'd give you ...",UgxE78RH1FiNyyJqEWx4AaABAg,The cat in the backround when you showed rosie 😂,2019-09-16T20:59:57Z,https://www.youtube.com/watch?v=SSox7rhrZ74,US,US (text signal),the cat in the backround when you showed rosie,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,Gbvxa5kfwTY,HUGE SNAKE | Burmese Python | My Biggest Pet Snake | Creature Feature,Slither on over to http://audible.com/emzotic for your FREE 30 day trial! HUGE python - the biggest snake I have. CREATURE ...,UgyXsHd8IbU_wmjeyPp4AaABAg,Irresponsible snake owners are the reason I have to explain to relatives why my three month old Ball Python will not escape and come eat their kids in their sleep,2018-06-21T15:01:52Z,https://www.youtube.com/watch?v=Gbvxa5kfwTY,US,US (text signal),irresponsible snake owners are the reason i have to explain to relatives why my three month old ball python will not escape and come eat their kids in their sleep,Harm From Lack of Knowledge
YouTube,burmese python pet,Reptile,Gbvxa5kfwTY,HUGE SNAKE | Burmese Python | My Biggest Pet Snake | Creature Feature,Slither on over to http://audible.com/emzotic for your FREE 30 day trial! HUGE python - the biggest snake I have. CREATURE ...,UgyCTf5UCZFE2LCM57t4AaABAg,"Phew, I was worried that when my cat stretched out alongside me that she was trying to work out how long she might survive on me. Cat lady dying alone and all that ;)",2017-10-15T21:23:56Z,https://www.youtube.com/watch?v=Gbvxa5kfwTY,US,US (text signal),phew i was worried that when my cat stretched out alongside me that she was trying to work out how long she might survive on me cat lady dying alone and all that,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,Gbvxa5kfwTY,HUGE SNAKE | Burmese Python | My Biggest Pet Snake | Creature Feature,Slither on over to http://audible.com/emzotic for your FREE 30 day trial! HUGE python - the biggest snake I have. CREATURE ...,UgyUsHl99AQD2ewZpWB4AaABAg,"Oh god, that ""To eat you."" punctuated with Bess's adorable face got me laughing.. and then coughing like mad because bronchitis is fun, but it was so worth the laugh! Thank you for correcting that ridiculous urban legend that seems to pop up everywhere when it comes to large pythons. <3
 Also when you explained about the Jacobsons Organ, did Bess cling to your face on his own or did you held him up because if he did that on his own then I might die from overload of adorableness x'D",2017-10-15T19:49:57Z,https://www.youtube.com/watch?v=Gbvxa5kfwTY,US,US (text signal),oh god that to eat you punctuated with bess's adorable face got me laughing and then coughing like mad because bronchitis is fun but it was so worth the laugh thank you for correcting that ridiculous urban legend that seems to pop up everywhere when it comes to large pythons 3 also when you explained about the jacobsons organ did bess cling to your face on his own or did you held him up because if he did that on his own then i might die from overload of adorableness x'd,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,Gbvxa5kfwTY,HUGE SNAKE | Burmese Python | My Biggest Pet Snake | Creature Feature,Slither on over to http://audible.com/emzotic for your FREE 30 day trial! HUGE python - the biggest snake I have. CREATURE ...,UgyNvLFYpjQcT8v4Cal4AaABAg,I knew my leopard gecko was up to something when he laid next to me 😂🐍🐉🐊,2017-10-16T00:13:23Z,https://www.youtube.com/watch?v=Gbvxa5kfwTY,US,US (text signal),i knew my leopard gecko was up to something when he laid next to me,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,UgyM3FHCmYSAbhU1WEx4AaABAg,Brian you need a GREEN TREE MONITOR in that empty cage!,2020-03-26T14:49:16Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),brian you need a green tree monitor in that empty cage,Interest Without Knowledge
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,UgxCDHxDC2yYPSli4gd4AaABAg,Oh!!! Put Noah in the empty cage. 😂😂,2020-03-26T13:32:29Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),oh put noah in the empty cage,Interest Without Knowledge
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,UgyvDG1WTP_GPvFkz8Z4AaABAg,Show ur chameleon collection brain and shout me out if u do lol,2020-03-26T13:22:53Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),show ur chameleon collection brain and shout me out if u do lol,Interest Without Knowledge
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,Ugw7s-_IRcWILEE2ucp4AaABAg,"Hay Brian, I hope you continue this series of good pet bad pet, love to hear your opinion in keeping different snakes :^)",2020-03-26T13:17:36Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),hay brian i hope you continue this series of good pet bad pet love to hear your opinion in keeping different snakes,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,UgyTofetnU6aKQyA9PV4AaABAg,I have a a Berm..Moe he is a gentle giant.. the most docile creature I've ever met..also one of the hardest hits I've ever took lol.. I learn real fast to wash my hands after handling the rodents.. I know that they're out of control in the Everglades.. it still hurts my heart when I see people grabbing them by the tails and slamming them up against trees or on the ground.. saying they're man-eaters ..I'm not a big fan of stray cats but you don't see me going around doing that to them. I also find it very ignorant people fear something that they might not even understand... Anyways.. hope everybody has a good day,2020-03-26T15:47:38Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),i have a a berm moe he is a gentle giant the most docile creature i've ever met also one of the hardest hits i've ever took lol i learn real fast to wash my hands after handling the rodents i know that they're out of control in the everglades it still hurts my heart when i see people grabbing them by the tails and slamming them up against trees or on the ground saying they're man eaters i'm not a big fan of stray cats but you don't see me going around doing that to them i also find it very ignorant people fear something that they might not even understand anyways hope everybody has a good day,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,UgxzdMnBNci4rCRLuPZ4AaABAg,Put a couple uromastyx lizard in that cage u don’t know what to do with ! I think they would look awesome in there,2020-03-27T00:55:36Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),put a couple uromastyx lizard in that cage u don t know what to do with i think they would look awesome in there,Interest Without Knowledge
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,Ugx2rZLLKPGGsDh3gJ54AaABAg,"Hey Brian, 

You definitely should put captive bred dart frogs (nonpoisonous) in the cage. They’re so beautiful and one my personal favorites to see at our local zoo. 🐸",2020-03-26T21:23:05Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),hey brian you definitely should put captive bred dart frogs nonpoisonous in the cage they re so beautiful and one my personal favorites to see at our local zoo,Interest Without Knowledge
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,UgzCSs1DTl6MmesKDM54AaABAg,Hey Brian how about a Tawain Blue Beauty Snake for that cage or a King Rat.,2020-03-26T13:18:36Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),hey brian how about a tawain blue beauty snake for that cage or a king rat,Interest Without Knowledge
YouTube,burmese python pet,Reptile,-5GXZLh0hHU,Burmese Python.. GOOD Pet or BAD Pet?? | BRIAN BARCZYK,The pros and cons of having a Burmese python as a pet snake. SUBSCRIBE TO BRIAN BARCZYK ...,UgxhJE8SXdMdtrauvDp4AaABAg,What about another blue tongue skink or monitor lizard,2020-03-26T17:40:19Z,https://www.youtube.com/watch?v=-5GXZLh0hHU,US,US (text signal),what about another blue tongue skink or monitor lizard,Interest Without Knowledge
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgzNbeFbJNgEwls2AJt4AaABAg,This channel needs hundreds of thousands of more views and subs. So many reptile keepers could gain knowledge of this guy's free info! Thanks again Kevin,2019-01-02T17:32:50Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),this channel needs hundreds of thousands of more views and subs so many reptile keepers could gain knowledge of this guy's free info thanks again kevin,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgyjBKOiUfwojyj1v194AaABAg,"Out of 8 burms all were bitey as baby's but 12 retics only 1 was bitey as a baby . In fact I've never purchased a burm that wasn't damn near Satan as a baby . big lunging strikes , they also seem to take longer to train . Retics in my experience only need a few positive experiences to snap out of the bitey defensive stage , my burms on the other hand have taken sometimes 6 months to calm them down . Back in the day I had some wildcaught Retics that were easier to work with than 3rd Generation cbb burms. All that being said I still love my burms.",2019-04-20T14:00:37Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),out of 8 burms all were bitey as baby's but 12 retics only 1 was bitey as a baby in fact i've never purchased a burm that wasn't damn near satan as a baby big lunging strikes they also seem to take longer to train retics in my experience only need a few positive experiences to snap out of the bitey defensive stage my burms on the other hand have taken sometimes 6 months to calm them down back in the day i had some wildcaught retics that were easier to work with than 3rd generation cbb burms all that being said i still love my burms,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgzqPmwcu3xQHsnjBOZ4AaABAg,"I have kept king cobras, retics, and Burmese pythons, and will have to agree on the first two's intelligence level. Kings don't go into spastic mode like many other cobras or venomous snakes do. They observe and measure you , appearing to judge your intentions based on what or how you are moving. One has to keep these animals to fully understand what I am talking about here.  Retics, on the other hand, are inquisitive; sometimes when you open up their cage and see their heads turning and tongue flicking in your direction, you'd think that a bite would be forthcoming once you pick them up, as that is what usually happens with a lot of other snakes. You don't really see that behavior in Burms unless they are anticipating food.  Also with the Burmese, you can start picking them up immediately upon opening the enclosure, but with most retics, you will have to feel them first and try to gauge their mood before reaching out.  Not saying that retics are more predisposed to aggression, it's just that they go through mood swings far more frequently than the Burmese.",2019-04-21T05:40:48Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),i have kept king cobras retics and burmese pythons and will have to agree on the first two's intelligence level kings don't go into spastic mode like many other cobras or venomous snakes do they observe and measure you appearing to judge your intentions based on what or how you are moving one has to keep these animals to fully understand what i am talking about here retics on the other hand are inquisitive sometimes when you open up their cage and see their heads turning and tongue flicking in your direction you'd think that a bite would be forthcoming once you pick them up as that is what usually happens with a lot of other snakes you don't really see that behavior in burms unless they are anticipating food also with the burmese you can start picking them up immediately upon opening the enclosure but with most retics you will have to feel them first and try to gauge their mood before reaching out not saying that retics are more predisposed to aggression it's just that they go through mood swings far more frequently than the burmese,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgwAUSkt1d7WJPBH46R4AaABAg,"Great info, people think that carpets are all bitey or more known for it, l have had babies come out and climb on me from the very start, a few bit the crap out of me but in a week they were all just calm and could less.",2019-01-02T22:08:51Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),great info people think that carpets are all bitey or more known for it l have had babies come out and climb on me from the very start a few bit the crap out of me but in a week they were all just calm and could less,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgxVx3NotQ8whGfOUYt4AaABAg,"From this series I understand of course, that it’s important to truly understand what your working with in order to provide the best experiences on both ends. The retic in general are very smart, more analytical of surroundings I might say and both have the potential to be snakes at times. 😂 I think my own preference would be to choose the animal known to be generally less reactive hoping establishing that trust for a beginner giant snake keeper, I dare say a tad bit easier??🤏 🤷🏼‍♀️ would you agree? Keeping in mind that individuals have their own personalities, knowing my stuff in proper socialization would be my key to making an angel of either.",2020-09-28T01:08:29Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),from this series i understand of course that it s important to truly understand what your working with in order to provide the best experiences on both ends the retic in general are very smart more analytical of surroundings i might say and both have the potential to be snakes at times i think my own preference would be to choose the animal known to be generally less reactive hoping establishing that trust for a beginner giant snake keeper i dare say a tad bit easier would you agree keeping in mind that individuals have their own personalities knowing my stuff in proper socialization would be my key to making an angel of either,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgzQj-UmJS5ycbCFjIh4AaABAg,"I love both burms and retics as I mentioned but think forsure the retics have more intelligence, or are at least more proactive. In my experience with burms in the past and even now with the juveniles they seem to wait on me as where the retics seem to tell you more of what they want. Just my opinion and am new to retics only about one year keeping them. But they have me totally Geeked out on them and probably will for the next 35 + years.",2019-01-02T18:44:46Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),i love both burms and retics as i mentioned but think forsure the retics have more intelligence or are at least more proactive in my experience with burms in the past and even now with the juveniles they seem to wait on me as where the retics seem to tell you more of what they want just my opinion and am new to retics only about one year keeping them but they have me totally geeked out on them and probably will for the next 35 years,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgwC4nwwA8NLFYZB8GB4AaABAg,"I love reptiles,especially, giant snakes, I would be okay whith a cornsnake, but my parents wont let me have asnake because they dont want to feed the animnal mice, which I would do anyway, and because they are afraid that I get hurt........How can I convince them I wanted a snake since I was 10, now I am almost 14.😢",2020-06-21T15:23:49Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),i love reptiles especially giant snakes i would be okay whith a cornsnake but my parents wont let me have asnake because they dont want to feed the animnal mice which i would do anyway and because they are afraid that i get hurt how can i convince them i wanted a snake since i was 10 now i am almost 14,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,Ugzzu77C41ERR8tVoy94AaABAg,I still dont understand why some one would want somthing like that....i know u say she not scared or she has no ill will and i think ur awsome with those animals...but having no ill will or not being afraid dont mean she wont have a bad day...and they not like geckos....a bad day for this snake could mean death.....ppl own lions and tigers that have no ill will torwards them but if that cat is in a bad mood one day and decide to bite u... Its game over...just my opinion that animals like these or huge gators are not good pets...it never ends well for these types of owners only a matter of time before a mistake is made......✌🏿,2020-02-06T05:33:10Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),i still dont understand why some one would want somthing like that i know u say she not scared or she has no ill will and i think ur awsome with those animals but having no ill will or not being afraid dont mean she wont have a bad day and they not like geckos a bad day for this snake could mean death ppl own lions and tigers that have no ill will torwards them but if that cat is in a bad mood one day and decide to bite u its game over just my opinion that animals like these or huge gators are not good pets it never ends well for these types of owners only a matter of time before a mistake is made,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,kKDdXWPVO3I,GIANT SNAKES AS PETS? RETICULATED PYTHONS  OR BURMESE PYTHONS,Twitch Livestreams! http://twitch.tv/newenglandreptile http://twitch.tv/donnyrapture ⭐️10% off frozen food! RodentPro.com Code: ...,UgxijgHO1aQ30EkgtAp4AaABAg,I have a burm and a jungle carpet in my rv. When I buy a house I might get a retic and I might get it from you guys. I wish I lived in a neighborhood full of reptile keepers🫠,2024-01-17T18:47:21Z,https://www.youtube.com/watch?v=kKDdXWPVO3I,US,US (text signal),i have a burm and a jungle carpet in my rv when i buy a house i might get a retic and i might get it from you guys i wish i lived in a neighborhood full of reptile keepers,Interest Without Knowledge
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,Ugy3Kxi4lZq8jseKYRF4AaABAg,"Woah, imagine dedicating a whole room to a burm though.
You open a door and all the sudden you are in the jungle and a 14 foot snake is just chillin in there.
Haha, imagine having guests and they can’t remember where the bathroom is and they walk into the snake room.
There are probably some things wrong with the husbandry here but just imagine...",2021-02-25T23:41:09Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),woah imagine dedicating a whole room to a burm though you open a door and all the sudden you are in the jungle and a 14 foot snake is just chillin in there haha imagine having guests and they can t remember where the bathroom is and they walk into the snake room there are probably some things wrong with the husbandry here but just imagine,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgyPC6_7VjJH3qWNQzR4AaABAg,"Nice comparison! I have a burm and I can confirm that they are very strong - it is important to have an escape secure enclosure, especially when there are cats and dogs are in the house. 😁",2021-02-26T00:19:19Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),nice comparison i have a burm and i can confirm that they are very strong it is important to have an escape secure enclosure especially when there are cats and dogs are in the house,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgxxAC2VJ2XEx_EFVXR4AaABAg,I just started watching the channel in the last few weeks but my python has the same name as yours. That's wild 🤣,2021-12-03T01:27:57Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),i just started watching the channel in the last few weeks but my python has the same name as yours that's wild,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgxJSgUwOUbOV-NcaN54AaABAg,"I love burms, but I also know a big snake isn't for me. I may get a bp eventually, but it's more likely I'll get a few more corns, really interested in breeding them.",2021-02-25T21:52:40Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),i love burms but i also know a big snake isn't for me i may get a bp eventually but it's more likely i'll get a few more corns really interested in breeding them,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgwKD4MCztMeHHSZUpx4AaABAg,"My very first snake is a lesser banana ball python. I took him from someone who could no longer keep him and it is the best impulse buy I've ever made. He's a real sweetheart! He'll always approach the glass whenever I am close to it, and he tries to climb onto my glasses or head whenever he gets the chance. He is very curious and always trying to explore his surroundings. He's a very good eater, but he's still young so that might change. I have him in a bioactive setup (Terra Firma from the BioDude) with an Arcadia deep heat projector and an UVB light. 

I'd love a burmese python, but being a single woman that probably wouldn't be the best idea. Burmballs are gorgeous but I'm not rich enough for those.",2021-02-26T00:59:07Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),my very first snake is a lesser banana ball python i took him from someone who could no longer keep him and it is the best impulse buy i've ever made he's a real sweetheart he'll always approach the glass whenever i am close to it and he tries to climb onto my glasses or head whenever he gets the chance he is very curious and always trying to explore his surroundings he's a very good eater but he's still young so that might change i have him in a bioactive setup terra firma from the biodude with an arcadia deep heat projector and an uvb light i'd love a burmese python but being a single woman that probably wouldn't be the best idea burmballs are gorgeous but i'm not rich enough for those,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgxTmbFs6XUwDNiky0x4AaABAg,"Hey Adam!  On the reptile ban video I told you I’d donate $20 a week for 5 weeks to USARK in exchange to hear your opinions on dwarf/locality boas in a video. I’m heavily considering getting one, and since it was you who convinced me into getting a red tail I’d love to hear your opinions on them. I love the rarity of them and I don’t know too many people with experience with them or who have them in their collections. You do amazing research and explain things very well.  That’s why I’m coming to you for this video. 

Where would you like me to send you the screen shots of the weekly donations to?",2021-02-26T06:04:41Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),hey adam on the reptile ban video i told you i d donate 20 a week for 5 weeks to usark in exchange to hear your opinions on dwarf locality boas in a video i m heavily considering getting one and since it was you who convinced me into getting a red tail i d love to hear your opinions on them i love the rarity of them and i don t know too many people with experience with them or who have them in their collections you do amazing research and explain things very well that s why i m coming to you for this video where would you like me to send you the screen shots of the weekly donations to,Interest Without Knowledge
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgxN3Pla8PGTQ6tFh0p4AaABAg,I love burms they are just the cutest little (or should I say huge) things! But they are just slightly too big for comfort. I do love big snakes though and maybe one day if I have the space I’ll get a boa!,2023-05-01T14:22:42Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),i love burms they are just the cutest little or should i say huge things but they are just slightly too big for comfort i do love big snakes though and maybe one day if i have the space i ll get a boa,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgzvwgGao7eL-eczyJV4AaABAg,"My only worry for ppl getting burms or bigger snakes is deciding later they don’t keep up with the larger prey or more feedings due to cost, but yes, great pets., also enclosure size.................so sad to see so many end up needing homes.",2021-02-26T01:42:24Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),my only worry for ppl getting burms or bigger snakes is deciding later they don t keep up with the larger prey or more feedings due to cost but yes great pets also enclosure size so sad to see so many end up needing homes,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,Ugw8s4eKCnS-VpYrNCZ4AaABAg,Hi I would like to have a ball python but my mom done not like snakes love you videos,2021-02-25T21:36:08Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),hi i would like to have a ball python but my mom done not like snakes love you videos,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,SQI_3h-Yjj4,Ball Pythons Vs Burmese Pythons | Are Bigger Snakes Actually Better Pets?,Ball Pythons and Burmese Pythons are both amazing pets but which python species is the better pet for you? You might be ...,UgzouCgEe1ooj6MXOId4AaABAg,"So my mom is letting me get a dog after waiting for 7 months but she's scared of tortoises, I wish I could move out already",2021-02-25T21:16:04Z,https://www.youtube.com/watch?v=SQI_3h-Yjj4,US,US (text signal),so my mom is letting me get a dog after waiting for 7 months but she's scared of tortoises i wish i could move out already,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,MZyM69fni5A,Why I feel Burmese Pythons Can Make Good First Pet Snakes,Check out our website and other social media: www.jasonsexoticreptiles.com www.facebook.com/jasonraimondi1 ...,Ugzsk3m_kuSHxRiuhc94AaABAg,The only time I’ve ever sold a snake after owning it was I had this red tail boa that was getting big and just too aggressive for me to handle on my own and I knew a breeder that was excited to get my snake so I went with it,2020-05-11T04:00:44Z,https://www.youtube.com/watch?v=MZyM69fni5A,US,US (text signal),the only time i ve ever sold a snake after owning it was i had this red tail boa that was getting big and just too aggressive for me to handle on my own and i knew a breeder that was excited to get my snake so i went with it,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,MZyM69fni5A,Why I feel Burmese Pythons Can Make Good First Pet Snakes,Check out our website and other social media: www.jasonsexoticreptiles.com www.facebook.com/jasonraimondi1 ...,UgzrUP_ykhXuu8Olt2p4AaABAg,"Such a stunning snake with a  calm disposition.  I have the room for a snake of great size.  The problem is that  I am petite and slim and I could not handle a very large snake.  Also since I am turning 70,  it would be cruel to the snake if I died before he or she.  I love all your videos and will watch every one of them.",2019-11-03T15:29:39Z,https://www.youtube.com/watch?v=MZyM69fni5A,US,US (text signal),such a stunning snake with a calm disposition i have the room for a snake of great size the problem is that i am petite and slim and i could not handle a very large snake also since i am turning 70 it would be cruel to the snake if i died before he or she i love all your videos and will watch every one of them,Interested but Fearful of Harm
YouTube,burmese python pet,Reptile,MZyM69fni5A,Why I feel Burmese Pythons Can Make Good First Pet Snakes,Check out our website and other social media: www.jasonsexoticreptiles.com www.facebook.com/jasonraimondi1 ...,UgzUxMVb-DSTiR5DiPB4AaABAg,I'm interested in the worst pet snakes as a video.,2019-11-03T17:49:18Z,https://www.youtube.com/watch?v=MZyM69fni5A,US,US (text signal),i'm interested in the worst pet snakes as a video,Interest Without Knowledge
